id,idx,text,prediction
1165testb SOCCER,36,"SOCCER - LATE GOALS GIVE JAPAN WIN OVER SYRIA .  AL-AIN , United Arab Emirates 1996-12-06  Two goals in the last six minutes gave holders Japan an uninspiring 2-1 Asian Cup victory over Syria on Friday .  Takuya Takagi headed the winner in the 88th minute of the group C game after goalkeeper Salem Bitar spoiled a mistake-free display by allowing the ball to slip under his body .  It was the second Syrian defensive blunder in four minutes .  Defender Hassan Abbas rose to intercept a long ball into the area in the 84th minute but only managed to divert it into the top corner of Bitar 's goal .  Syria had taken the lead from their first serious attack in the seventh minute .  Nader Jokhadar headed a cross from the right by Ammar Awad into the top right corner of Kenichi Shimokawa 's goal .  Japan then laid siege to the Syrian penalty area and had a goal disallowed for offside in the 16th minute .  A minute later , Bitar produced a good double save , first from Kazuyoshi Miura 's header and then blocked a Takagi follow-up shot .  Bitar saved well again from Miura in the 37th minute , parrying away his header from a corner .  Japan started the second half brightly but Bitar denied them an equaliser when he dived to his right to save Naoki Soma 's low drive in the 53rd minute .  Japan : 19 - Kenichi Shimokawa , 2 - Hiroshige Yanagimoto , 3 - Naoki Soma , 4 - Masami Ihara , 5 - Norio Omura , 6 - Motohiro Yamaguchi , 8 - Masakiyo Maezono ( 7 - Yasuto Honda 71 ) , 9 - Takuya Takagi , 10 - Hiroshi Nanami , 11 - Kazuyoshi Miura , 15 - Hiroaki Morishima ( 14 - Masayuki Okano 75 ) .  Syria : 24 - Salem Bitar , 3 - Bachar Srour ; 4 - Hassan Abbas , 5 - Tarek Jabban , 6 - Ammar Awad ( 9 - Louay Taleb 69 ) , 8 - Nihad al-Boushi , 10 - Mohammed Afash , 12 - Ali Dib , 13 - Abdul Latif Helou ( 17 - Ammar Rihawiy 46 ) , 14 - [START_ENT] Khaled Zaher [END_ENT] ; 16 - Nader Jokhadar .",https://en.wikipedia.org/wiki/2019_AFC_Asian_Cup_Group_C#Japan_v._Syria
1166testb FREESTYLE,0,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS . [START_ENT] TIGNES [END_ENT] , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Moguls_World_Cup
1166testb FREESTYLE,1,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , [START_ENT] France [END_ENT] 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Mogul_World_Cup
1166testb FREESTYLE,2,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the [START_ENT] World Cup [END_ENT] freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Moguls_World_Cup
1166testb FREESTYLE,3,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( [START_ENT] Sweden [END_ENT] ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Moguls_World_Cup
1166testb FREESTYLE,4,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( [START_ENT] Russia [END_ENT] ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Moguls_World_Cup
1166testb FREESTYLE,5,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( [START_ENT] Canada [END_ENT] ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Mogul_World_Cup
1166testb FREESTYLE,6,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. [START_ENT] Jean-Luc Brassard [END_ENT] ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Moguls_World_Cup
1166testb FREESTYLE,7,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( [START_ENT] Canada [END_ENT] ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Moguls_World_Cup
1166testb FREESTYLE,8,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( [START_ENT] Norway [END_ENT] ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Mogul_World_Cup
1166testb FREESTYLE,9,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( [START_ENT] France [END_ENT] ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Moguls_World_Cup
1166testb FREESTYLE,10,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( [START_ENT] U.S. [END_ENT] ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Mogul_World_Cup
1166testb FREESTYLE,11,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( [START_ENT] Canada [END_ENT] ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Moguls_World_Cup
1166testb FREESTYLE,12,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( [START_ENT] France [END_ENT] ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Moguls_World_Cup
1166testb FREESTYLE,13,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( [START_ENT] U.S. [END_ENT] ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Mogul_World_Cup
1166testb FREESTYLE,14,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. [START_ENT] Tatjana Mittermayer [END_ENT] ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Moguls_World_Cup
1166testb FREESTYLE,15,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( [START_ENT] Germany [END_ENT] ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Moguls_World_Cup
1166testb FREESTYLE,16,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( [START_ENT] France [END_ENT] ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Moguls_World_Cup
1166testb FREESTYLE,17,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( [START_ENT] Finland [END_ENT] ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Moguls_World_Cup
1166testb FREESTYLE,18,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. [START_ENT] Tae Satoya [END_ENT] ( Japan ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Mogul_World_Cup
1166testb FREESTYLE,19,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( [START_ENT] Japan [END_ENT] ) 23.75  5. Ann Battellle ( U.S. ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Mogul_World_Cup
1166testb FREESTYLE,20,"FREESTYLE SKIING-WORLD CUP MOGUL RESULTS .  TIGNES , France 1996-12-06  Results of the World Cup  freestyle skiing moguls competition on Friday :  Men  1. Jesper Ronnback ( Sweden ) 25.76 points  2. Andrei Ivanov ( Russia ) 24.88  3. Ryan Johnson ( Canada ) 24.57  4. Jean-Luc Brassard ( Canada ) 24.40  5. Korneilus Hole ( Norway ) 23.92  6. Jeremie Collomb-Patton ( France ) 23.87  7. Jim Moran ( U.S. ) 23.25  8. Dominick Gauthier ( Canada ) 22.73  9. Johann Gregoire ( France ) 22.58  10. Troy Benson ( U.S. ) 22.56  Women  1. Tatjana Mittermayer ( Germany ) 24.32  2. Candice Gilg ( France ) 24.31  3. Minna Karhu ( Finland ) 24.05  4. Tae Satoya ( Japan ) 23.75  5. Ann Battellle ( [START_ENT] U.S. [END_ENT] ) 23.56  6. Donna Weinbrecht ( U.S. ) 22.48  7. Liz McIntyre ( U.S. ) 22.00  8. Elena Koroleva ( Russia ) 21.77  9. Ljudmila Dymchenko ( Russia ) 21.59  10. Katleen Allais ( France ) 21.58",https://en.wikipedia.org/wiki/1996_FIS_Freestyle_Skiing_Moguls_World_Cup
